peak_number,peak_index,peak_time,ibi_ms,is_valid_ibi
1,46,1750838473.7888184,,False
2,142,1750838474.648046,859.2276573181152,True
3,237,1750838475.511162,863.1160259246826,True
4,334,1750838476.3804529,869.290828704834,True
5,428,1750838477.220989,840.5361175537109,True
6,513,1750838477.995863,774.8739719390869,True
7,623,1750838478.9766753,980.8123111724854,True
8,728,1750838479.921898,945.2226161956787,True
9,781,1750838480.407738,485.8400821685791,True
10,872,1750838481.2171822,809.4441890716553,True
11,956,1750838481.974372,757.1897506713867,True
12,1044,1750838482.7655883,791.2163734436035,True
13,1132,1750838483.5568874,791.2991046905518,True
14,1215,1750838484.304257,747.3695278167725,True
15,1296,1750838485.034066,729.809045791626,True
16,1375,1750838485.7447095,710.6435298919678,True
17,1456,1750838486.473077,728.3675670623779,True
18,1538,1750838487.212116,739.0389442443848,True
19,1616,1750838487.913844,701.728105545044,True
20,1697,1750838488.6517038,737.8597259521484,True
21,1784,1750838489.424771,773.0672359466553,True
22,1868,1750838490.1814184,756.6473484039307,True
23,1958,1750838490.9923582,810.9397888183594,True
24,2040,1750838491.7295604,737.2021675109863,True
25,2126,1750838492.5079114,778.3510684967041,True
26,2209,1750838493.2593985,751.4870166778564,True
27,2297,1750838494.0507815,791.3830280303955,True
28,2384,1750838494.825752,774.970531463623,True
29,2475,1750838495.6437593,818.007230758667,True
30,2561,1750838496.426833,783.0736637115479,True
31,2645,1750838497.182901,756.0679912567139,True
32,2732,1750838497.9577568,774.8558521270752,True
33,2826,1750838498.8036988,845.9420204162598,True
34,2911,1750838499.5681765,764.4777297973633,True
35,3006,1750838500.4276528,859.4763278961182,True
36,3089,1750838501.178733,751.0802745819092,True
37,3181,1750838502.0072353,828.5021781921387,True
38,3266,1750838502.7677708,760.535478591919,True
39,3352,1750838503.537134,769.3631649017334,True
40,3438,1750838504.31176,774.6260166168213,True
41,3526,1750838505.107699,795.9389686584473,True
42,3611,1750838505.8681257,760.4267597198486,True
43,3691,1750838506.5879078,719.7821140289307,True
44,3781,1750838507.4073572,819.4494247436523,True
45,3867,1750838508.171549,764.1918659210205,True
46,3954,1750838508.9596534,788.1042957305908,True
47,4039,1750838509.7202592,760.6058120727539,True
48,4122,1750838510.4675646,747.3053932189941,True
49,4209,1750838511.2590778,791.513204574585,True
50,4299,1750838512.0592782,800.2004623413086,True
51,4382,1750838512.8111784,751.9001960754395,True
52,4465,1750838513.5625577,751.3792514801025,True
53,4548,1750838514.3004782,737.9205226898193,True
54,4632,1750838515.0569465,756.4682960510254,True
55,4714,1750838515.7953796,738.4331226348877,True
56,4794,1750838516.5192354,723.85573387146,True
57,4875,1750838517.2436182,724.3828773498535,True
58,4957,1750838517.993192,749.5737075805664,True
59,5038,1750838518.7156549,722.4628925323486,True
60,5118,1750838519.4349504,719.2955017089844,True
61,5205,1750838520.2226913,787.74094581604,True
62,5291,1750838520.9882278,765.5365467071533,True
63,5380,1750838521.788641,800.4131317138672,True
64,5470,1750838522.599251,810.6100559234619,True
65,5554,1750838523.3595629,760.3118419647217,True
66,5646,1750838524.1866393,827.0764350891113,True
67,5734,1750838524.977105,790.4655933380127,True
68,5822,1750838525.771488,794.3830490112305,True
69,5904,1750838526.5042355,732.7475547790527,True
70,5987,1750838527.2512884,747.0529079437256,True
71,6073,1750838528.035461,784.172534942627,True
72,6158,1750838528.795351,759.890079498291,True
73,6245,1750838529.5821605,786.8094444274902,True
74,6326,1750838530.303557,721.3964462280273,True
75,6408,1750838531.0404196,736.8626594543457,True
76,6490,1750838531.7837176,743.2980537414551,True
77,6576,1750838532.5519435,768.225908279419,True
78,6656,1750838533.2719524,720.0088500976562,True
79,6742,1750838534.0509562,779.0038585662842,True
80,6829,1750838534.8383644,787.4081134796143,True
81,6924,1750838535.683708,845.3435897827148,True
82,7010,1750838536.4631104,779.402494430542,True
83,7099,1750838537.2590148,795.9043979644775,True
84,7192,1750838538.096594,837.5792503356934,True
85,7285,1750838538.9426775,846.083402633667,True
86,7369,1750838539.7002158,757.5383186340332,True
87,7460,1750838540.508123,807.9071044921875,True
88,7557,1750838541.390072,881.9491863250732,True
89,7648,1750838542.1995883,809.516191482544,True
90,7734,1750838542.9787984,779.210090637207,True
91,7828,1750838543.8204875,841.6891098022461,True
92,7917,1750838544.6301656,809.6780776977539,True
93,8013,1750838545.494183,864.0174865722656,True
94,8099,1750838546.2591202,764.937162399292,True
95,8192,1750838547.0962677,837.1474742889404,True
96,8292,1750838547.9961743,899.9066352844238,True
97,8388,1750838548.8611302,864.9559020996094,True
98,8566,1750838550.4667454,1605.6151390075684,False
99,8660,1750838551.3079686,841.2232398986816,True
100,8751,1750838552.1269343,818.9656734466553,True
101,8840,1750838552.9278746,800.9402751922607,True
102,8926,1750838553.7036712,775.79665184021,True
103,9020,1750838554.5503297,846.65846824646,True
104,9115,1750838555.4031174,852.7877330780029,True
105,9204,1750838556.203899,800.7814884185791,True
106,9295,1750838557.0227308,818.8319206237793,True
107,9393,1750838557.913713,890.9821510314941,True
108,9481,1750838558.7056222,791.9092178344727,True
109,9571,1750838559.5069208,801.2986183166504,True
110,9663,1750838560.3351583,828.2375335693359,True
111,9759,1750838561.1990287,863.87038230896,True
112,9847,1750838561.993683,794.654369354248,True
113,9937,1750838562.8091328,815.4497146606445,True
114,10026,1750838563.6065395,797.4066734313965,True
115,10117,1750838564.4301038,823.5642910003662,True
116,10201,1750838565.1856077,755.5038928985596,True
117,10292,1750838565.9954803,809.8726272583008,True
118,10383,1750838566.8143194,818.8390731811523,True
119,10479,1750838567.6785166,864.1972541809082,True
120,10568,1750838568.4793725,800.8558750152588,True
121,10657,1750838569.2896016,810.2290630340576,True
122,10749,1750838570.118134,828.5324573516846,True
123,10841,1750838570.945793,827.6588916778564,True
124,10923,1750838571.67436,728.5671234130859,True
125,11011,1750838572.4660916,791.731595993042,True
126,11106,1750838573.326512,860.4204654693604,True
127,11193,1750838574.1141803,787.6682281494141,True
128,11284,1750838574.9237976,809.617280960083,True
129,11376,1750838575.7516787,827.8810977935791,True
130,11472,1750838576.6155274,863.8486862182617,True
131,11569,1750838577.4977982,882.2708129882812,True
132,11657,1750838578.2896483,791.8500900268555,True
133,11756,1750838579.1719203,882.2720050811768,True
134,11853,1750838580.0529945,881.0741901397705,True
135,11943,1750838580.8542233,801.2287616729736,True
136,12037,1750838581.7093835,855.1602363586426,True
137,12126,1750838582.5023613,792.9778099060059,True
138,12225,1750838583.4024522,900.0909328460693,True
139,12318,1750838584.2337966,831.3443660736084,True
140,12413,1750838585.0928023,859.0056896209717,True
141,12507,1750838585.9302847,837.4824523925781,True
142,12603,1750838586.7940516,863.7669086456299,True
143,12693,1750838587.6139538,819.9021816253662,True
144,12786,1750838588.446573,832.6191902160645,True
145,12883,1750838589.3139925,867.4194812774658,True
146,12978,1750838590.1737907,859.7981929779053,True
147,13065,1750838590.9630723,789.2816066741943,True
148,13158,1750838591.7939434,830.8711051940918,True
149,13254,1750838592.654105,860.161542892456,True
150,13346,1750838593.4861257,832.0207595825195,True
151,13442,1750838594.3462634,860.1377010345459,True
152,13573,1750838595.5351803,1188.9169216156006,True
153,13630,1750838596.039326,504.14562225341797,True
154,13729,1750838596.9364946,897.1686363220215,True
155,13814,1750838597.6978838,761.3892555236816,True
156,13912,1750838598.575435,877.5510787963867,True
157,14014,1750838599.4998398,924.4048595428467,True
158,14113,1750838600.3931208,893.2809829711914,True
159,14245,1750838601.581137,1188.0161762237549,True
160,14294,1750838602.0171945,436.05756759643555,True
161,14385,1750838602.8405862,823.3916759490967,True
162,14428,1750838603.2182715,377.6853084564209,True
163,14480,1750838603.686242,467.970609664917,True
164,14637,1750838605.1094558,1423.2137203216553,False
165,14758,1750838606.1933117,1083.8558673858643,True
166,14850,1750838607.0215578,828.2461166381836,True
167,14949,1750838607.916485,894.9272632598877,True
168,15032,1750838608.654703,738.217830657959,True
169,15123,1750838609.473425,818.7220096588135,True
170,15211,1750838610.2659824,792.5574779510498,True
171,15299,1750838611.0570023,791.0199165344238,True
172,15388,1750838611.859391,802.3886680603027,True
173,15478,1750838612.6698184,810.4274272918701,True
174,15570,1750838613.5016065,831.7880630493164,True
175,15651,1750838614.2253785,723.7720489501953,True
176,15741,1750838615.0448413,819.462776184082,True
177,15832,1750838615.8543804,809.5390796661377,True
178,15923,1750838616.673187,818.8066482543945,True
179,16014,1750838617.497406,824.2189884185791,True
180,16115,1750838618.4025986,905.1926136016846,True
181,16216,1750838619.309759,907.1602821350098,True
182,16318,1750838620.2287269,918.9679622650146,True
183,16412,1750838621.0753205,846.5936183929443,True
184,16506,1750838621.9257812,850.4607677459717,True
185,16605,1750838622.8213007,895.519495010376,True
186,16706,1750838623.724584,903.2833576202393,True
187,16795,1750838624.521468,796.8838214874268,True
188,16892,1750838625.394919,873.4509944915771,True
189,16990,1750838626.2814546,886.53564453125,True
190,17133,1750838627.5727255,1291.2709712982178,False
191,17190,1750838628.080969,508.2435607910156,True
192,17276,1750838628.850265,769.2959308624268,True
193,17374,1750838629.733486,883.220911026001,True
194,17461,1750838630.5244453,790.959358215332,True
195,17549,1750838631.317173,792.7277088165283,True
196,17640,1750838632.1264822,809.3092441558838,True
197,17736,1750838632.990527,864.0446662902832,True
198,17816,1750838633.710162,719.635009765625,True
199,17908,1750838634.5384033,828.2413482666016,True
200,17994,1750838635.3122203,773.8170623779297,True
201,18086,1750838636.1404183,828.1979560852051,True
202,18169,1750838636.89595,755.5317878723145,True
203,18255,1750838637.6612575,765.3074264526367,True
204,18349,1750838638.5159707,854.7132015228271,True
205,18446,1750838639.3843265,868.3557510375977,True
206,18535,1750838640.181151,796.8244552612305,True
207,18631,1750838641.0453055,864.154577255249,True
208,18730,1750838641.9363248,891.019344329834,True
209,18833,1750838642.8726182,936.293363571167,True
210,18935,1750838643.781902,909.2838764190674,True
211,19028,1750838644.6181068,836.2047672271729,True
212,19123,1750838645.4731724,855.0655841827393,True
213,19222,1750838646.3651042,891.9317722320557,True
214,19322,1750838647.268895,903.7907123565674,True
215,19410,1750838648.0604875,791.5925979614258,True
216,19507,1750838648.928423,867.9354190826416,True
217,19607,1750838649.8294623,901.0393619537354,True
218,19695,1750838650.6209495,791.4872169494629,True
219,19791,1750838651.4858675,864.9179935455322,True
220,19893,1750838652.4121065,926.239013671875,True
221,19995,1750838653.3210945,908.9879989624023,True
222,20087,1750838654.150856,829.7615051269531,True
223,20185,1750838655.04019,889.333963394165,True
224,20292,1750838655.9947393,954.5493125915527,True
225,20390,1750838656.8815832,886.8439197540283,True
226,20484,1750838657.721992,840.4088020324707,True
227,20578,1750838658.5729094,850.9173393249512,True
228,20673,1750838659.4321785,859.2691421508789,True
229,20776,1750838660.3492644,917.0858860015869,True
230,20866,1750838661.1644232,815.1588439941406,True
231,20956,1750838661.9698856,805.4623603820801,True
232,21058,1750838662.8919716,922.0860004425049,True
233,21160,1750838663.8050113,913.0396842956543,True
234,21257,1750838664.6876457,882.6344013214111,True
235,21354,1750838665.5571206,869.4748878479004,True
236,21460,1750838666.5052526,948.1320381164551,True
237,21565,1750838667.4602945,955.0418853759766,True
238,21660,1750838668.3053362,845.0417518615723,True
239,21771,1750838669.3038678,998.5315799713135,True
240,21859,1750838670.095904,792.0362949371338,True
241,21959,1750838670.996981,901.0767936706543,True
242,22056,1750838671.8740551,877.0742416381836,True
243,22150,1750838672.7200108,845.9556102752686,True
244,22257,1750838673.68698,966.9692516326904,True
245,22370,1750838674.696633,1009.6530914306641,True
246,22505,1750838675.9197505,1223.1173515319824,False
247,22647,1750838677.1881497,1268.3992385864258,False
248,22701,1750838677.6827805,494.6308135986328,True
249,22757,1750838678.1869712,504.19068336486816,True
250,22826,1750838678.803378,616.4069175720215,True
251,22866,1750838679.1641345,360.75639724731445,True
252,22916,1750838679.6099784,445.8439350128174,True
253,22992,1750838680.293829,683.8505268096924,True
254,23118,1750838681.4315696,1137.7406120300293,True
255,23207,1750838682.2276433,796.0736751556396,True
256,23251,1750838682.6243062,396.66295051574707,True
257,23314,1750838683.1962442,571.9380378723145,True
258,23440,1750838684.3259008,1129.6565532684326,True
259,23647,1750838686.18795,1862.0491027832031,False
260,23739,1750838687.0179608,830.0108909606934,True
261,23827,1750838687.8078735,789.9127006530762,True
262,23927,1750838688.7080834,900.209903717041,True
263,24025,1750838689.5984058,890.3224468231201,True
264,24123,1750838690.4721437,873.7378120422363,True
265,24220,1750838691.345002,872.8582859039307,True
266,24323,1750838692.2734718,928.4698963165283,True
267,24422,1750838693.1675134,894.0415382385254,True
268,24522,1750838694.0678613,900.3479480743408,True
269,24617,1750838694.926914,859.0526580810547,True
270,24712,1750838695.7732203,846.306324005127,True
271,24807,1750838696.628334,855.1137447357178,True
272,24901,1750838697.4836764,855.3423881530762,True
273,24994,1750838698.3156776,832.0012092590332,True
274,25086,1750838699.1434722,827.7945518493652,True
275,25180,1750838699.9851294,841.6571617126465,True
276,25319,1750838701.2365067,1251.3773441314697,False
277,25368,1750838701.6767895,440.28282165527344,True
278,25469,1750838702.5941515,917.3619747161865,True
279,25559,1750838703.3956797,801.5282154083252,True
280,25655,1750838704.2596345,863.9547824859619,True
281,25743,1750838705.0519617,792.3271656036377,True
282,25851,1750838706.0240471,972.0854759216309,True
283,25925,1750838706.698944,674.8969554901123,True
284,26024,1750838707.5812235,882.2793960571289,True
285,26114,1750838708.39128,810.0564479827881,True
286,26196,1750838709.128132,736.8521690368652,True
287,26278,1750838709.867915,739.7828102111816,True
288,26375,1750838710.7400694,872.1544742584229,True
289,26468,1750838711.5768456,836.7762565612793,True
290,26568,1750838712.4761925,899.3468284606934,True
291,26672,1750838713.4128366,936.6440773010254,True
292,26780,1750838714.3848894,972.052812576294,True
293,26884,1750838715.3213277,936.4383220672607,True
294,26980,1750838716.1850064,863.6786937713623,True
295,27079,1750838717.075354,890.3477191925049,True
296,27182,1750838718.003034,927.6800155639648,True
297,27309,1750838719.154599,1151.5648365020752,True
298,27457,1750838720.4870195,1332.4205875396729,False
299,27552,1750838721.332158,845.1385498046875,True
300,27643,1750838722.151576,819.4179534912109,True
301,27740,1750838723.024476,872.9000091552734,True
302,27846,1750838723.9832785,958.8024616241455,True
303,27960,1750838725.0045416,1021.2631225585938,True
304,28065,1750838725.9588952,954.3535709381104,True
305,28178,1750838726.970798,1011.9028091430664,True
306,28291,1750838727.983873,1013.0748748779297,True
307,28332,1750838728.3518493,367.97642707824707,True
308,28445,1750838729.378109,1026.2596607208252,True
309,28580,1750838730.5844944,1206.3853740692139,False
310,28702,1750838731.6868238,1102.3294925689697,True
311,28749,1750838732.1147556,427.9317855834961,True
312,28886,1750838733.3424616,1227.705955505371,False
313,29004,1750838734.4007072,1058.2456588745117,True
314,29112,1750838735.3719866,971.2793827056885,True
315,29209,1750838736.2544374,882.4508190155029,True
316,29320,1750838737.244231,989.7935390472412,True
317,29445,1750838738.3785226,1134.291648864746,True
318,29531,1750838739.1429286,764.4059658050537,True
319,29612,1750838739.8727295,729.8009395599365,True
320,29728,1750838740.915529,1042.799472808838,True
321,29801,1750838741.5823634,666.8343544006348,True
322,29891,1750838742.382399,800.0357151031494,True
323,29972,1750838743.1120102,729.6111583709717,True
324,30065,1750838743.9582164,846.2061882019043,True
325,30164,1750838744.8398924,881.6759586334229,True
326,30271,1750838745.8028865,962.9940986633301,True
327,30368,1750838746.6756492,872.7626800537109,True
328,30470,1750838747.599049,923.3999252319336,True
329,30566,1750838748.462437,863.3878231048584,True
330,30665,1750838749.358187,895.7500457763672,True
331,30751,1750838750.1227996,764.6126747131348,True
332,30846,1750838750.9780705,855.2708625793457,True
333,30942,1750838751.8458376,867.7670955657959,True
334,31054,1750838752.8544722,1008.6345672607422,True
335,31152,1750838753.732599,878.126859664917,True
336,31299,1750838755.0546584,1322.0593929290771,False
337,31468,1750838756.576015,1521.3565826416016,False
338,31559,1750838757.3940082,817.9931640625,True
339,31694,1750838758.6145897,1220.5815315246582,False
340,31737,1750838759.0054784,390.8886909484863,True
341,31845,1750838759.9767172,971.2388515472412,True
342,31937,1750838760.8055725,828.8552761077881,True
343,32027,1750838761.6071925,801.6200065612793,True
344,32138,1750838762.610644,1003.4515857696533,True
345,32254,1750838763.6507783,1040.1341915130615,True
346,32366,1750838764.6619086,1011.1303329467773,True
