heartbeat_id,window_id,sensor_pair,sensor_names,ptt_ms,sensor3_time_s,sensor4_time_s,window_start_s,window_end_s,sensor5_time_s
0,15,sensor3-sensor4,finger→wrist,26.999436414243405,75.94941463326215,75.9764140696764,74.92343604952096,94.92101862033604,
1,15,sensor3-sensor4,finger→wrist,44.99906069040094,76.6693996043086,76.714398664999,74.92343604952096,94.92101862033604,
2,15,sensor3-sensor4,finger→wrist,35.999248552315066,77.47938269673585,77.51538194528817,74.92343604952096,94.92101862033604,
3,15,sensor3-sensor4,finger→wrist,26.999436414229194,78.35236447412967,78.3793639105439,74.92343604952096,94.92101862033604,
4,15,sensor3-sensor4,finger→wrist,44.99906069040094,79.20734662724732,79.25234568793772,74.92343604952096,94.92101862033604,
5,15,sensor3-sensor4,finger→wrist,0.0,80.07132859250306,80.07132859250306,74.92343604952096,94.92101862033604,
6,15,sensor3-sensor4,finger→wrist,35.999248552315066,80.8903114970684,80.92631074562071,74.92343604952096,94.92101862033604,
7,15,sensor3-sensor4,finger→wrist,17.999624276171744,81.72729402590988,81.74529365018606,74.92343604952096,94.92101862033604,
8,15,sensor3-sensor4,finger→wrist,17.999624276171744,82.57327636688946,82.59127599116563,74.92343604952096,94.92101862033604,
9,15,sensor3-sensor4,finger→wrist,71.99849710464434,83.42825852000712,83.50025701711176,74.92343604952096,94.92101862033604,
10,15,sensor3-sensor4,finger→wrist,26.999436414243405,84.25624123671054,84.28324067312478,74.92343604952096,94.92101862033604,
11,15,sensor3-sensor4,finger→wrist,26.999436414243405,85.12922301410435,85.1562224505186,74.92343604952096,94.92101862033604,
12,15,sensor3-sensor4,finger→wrist,26.999436414243405,85.99320497936009,86.02020441577433,74.92343604952096,94.92101862033604,
13,15,sensor3-sensor4,finger→wrist,17.999624276157533,86.78518844751119,86.80318807178735,74.92343604952096,94.92101862033604,
14,15,sensor3-sensor4,finger→wrist,44.99906069040094,87.6131711642146,87.658170224905,74.92343604952096,94.92101862033604,
15,15,sensor3-sensor4,finger→wrist,35.99924855232928,88.4501536930561,88.48615294160842,74.92343604952096,94.92101862033604,
16,15,sensor3-sensor4,finger→wrist,44.99906069040094,89.24213716120718,89.28713622189758,74.92343604952096,94.92101862033604,
17,15,sensor3-sensor4,finger→wrist,71.99849710464434,90.03412062935828,90.10611912646293,74.92343604952096,94.92101862033604,
18,15,sensor3-sensor4,finger→wrist,17.999624276157533,90.91610221889017,90.93410184316633,74.92343604952096,94.92101862033604,
19,15,sensor3-sensor4,finger→wrist,35.999248552315066,91.75308474773168,91.78908399628399,74.92343604952096,94.92101862033604,
20,15,sensor3-sensor4,finger→wrist,8.999812138085872,92.58106746443508,92.59006727657317,74.92343604952096,94.92101862033604,
21,15,sensor3-sensor4,finger→wrist,17.999624276157533,93.41804999327658,93.43604961755274,74.92343604952096,94.92101862033604,
22,15,sensor3-sensor4,finger→wrist,35.99924855232928,94.19203383715151,94.22803308570384,74.92343604952096,94.92101862033604,
23,17,sensor3-sensor4,finger→wrist,26.999436414243405,85.99320497936009,86.02020441577433,84.91322752279042,104.9108100936055,
24,17,sensor3-sensor4,finger→wrist,17.999624276157533,86.78518844751119,86.80318807178735,84.91322752279042,104.9108100936055,
25,17,sensor3-sensor4,finger→wrist,44.99906069040094,87.6131711642146,87.658170224905,84.91322752279042,104.9108100936055,
26,17,sensor3-sensor4,finger→wrist,35.99924855232928,88.4501536930561,88.48615294160842,84.91322752279042,104.9108100936055,
27,17,sensor3-sensor4,finger→wrist,44.99906069041515,89.24213716120718,89.2871362218976,84.91322752279042,104.9108100936055,
28,17,sensor3-sensor4,finger→wrist,71.99849710464434,90.03412062935828,90.10611912646293,84.91322752279042,104.9108100936055,
29,17,sensor3-sensor4,finger→wrist,17.999624276171744,90.91610221889017,90.93410184316635,84.91322752279042,104.9108100936055,
30,17,sensor3-sensor4,finger→wrist,35.999248552315066,91.75308474773168,91.78908399628399,84.91322752279042,104.9108100936055,
31,17,sensor3-sensor4,finger→wrist,8.999812138071661,92.5810674644351,92.59006727657317,84.91322752279042,104.9108100936055,
32,17,sensor3-sensor4,finger→wrist,26.999436414243405,93.41804999327658,93.44504942969083,84.91322752279042,104.9108100936055,
33,17,sensor3-sensor4,finger→wrist,35.999248552315066,94.18303402501344,94.21903327356576,84.91322752279042,104.9108100936055,
34,17,sensor3-sensor4,finger→wrist,35.999248552315066,95.00201692957877,95.03801617813109,84.91322752279042,104.9108100936055,
35,17,sensor3-sensor4,finger→wrist,26.999436414243405,95.8209998341441,95.84799927055835,84.91322752279042,104.9108100936055,
36,17,sensor3-sensor4,finger→wrist,44.99906069040094,96.55898442946672,96.60398349015712,84.91322752279042,104.9108100936055,
37,17,sensor3-sensor4,finger→wrist,17.999624276157533,97.33296827334165,97.3509678976178,84.91322752279042,104.9108100936055,
38,17,sensor3-sensor4,finger→wrist,17.999624276157533,98.1429513657689,98.16095099004505,84.91322752279042,104.9108100936055,
39,17,sensor3-sensor4,finger→wrist,35.99924855232928,98.97093408247231,99.00693333102464,84.91322752279042,104.9108100936055,
40,17,sensor3-sensor4,finger→wrist,35.999248552315066,99.73591811420917,99.77191736276149,84.91322752279042,104.9108100936055,
41,17,sensor3-sensor4,finger→wrist,0.0,100.54590120663642,100.54590120663642,84.91322752279042,104.9108100936055,
42,17,sensor3-sensor4,finger→wrist,26.999436414229194,101.33788467478752,101.36488411120175,84.91322752279042,104.9108100936055,
43,17,sensor3-sensor4,finger→wrist,35.999248552315066,102.11186851866245,102.14786776721476,84.91322752279042,104.9108100936055,
44,17,sensor3-sensor4,finger→wrist,-8.999812138085872,102.8228536775708,102.81385386543272,84.91322752279042,104.9108100936055,
45,17,sensor3-sensor4,finger→wrist,-26.999436414243405,103.56083827289342,103.53383883647918,84.91322752279042,104.9108100936055,
46,17,sensor3-sensor4,finger→wrist,35.99924855232928,104.29882286821602,104.33482211676835,84.91322752279042,104.9108100936055,
47,18,sensor3-sensor4,finger→wrist,17.999624276171744,90.91610221889017,90.93410184316635,89.90812325942515,109.90570583024024,
48,18,sensor3-sensor4,finger→wrist,35.999248552315066,91.75308474773168,91.78908399628399,89.90812325942515,109.90570583024024,
49,18,sensor3-sensor4,finger→wrist,8.999812138071661,92.5810674644351,92.59006727657317,89.90812325942515,109.90570583024024,
50,18,sensor3-sensor4,finger→wrist,26.999436414243405,93.41804999327658,93.44504942969083,89.90812325942515,109.90570583024024,
51,18,sensor3-sensor4,finger→wrist,35.999248552315066,94.18303402501344,94.21903327356576,89.90812325942515,109.90570583024024,
52,18,sensor3-sensor4,finger→wrist,35.999248552315066,95.00201692957877,95.03801617813109,89.90812325942515,109.90570583024024,
53,18,sensor3-sensor4,finger→wrist,26.999436414243405,95.8209998341441,95.84799927055835,89.90812325942515,109.90570583024024,
54,18,sensor3-sensor4,finger→wrist,44.99906069040094,96.55898442946672,96.60398349015712,89.90812325942515,109.90570583024024,
55,18,sensor3-sensor4,finger→wrist,17.999624276157533,97.33296827334165,97.3509678976178,89.90812325942515,109.90570583024024,
56,18,sensor3-sensor4,finger→wrist,17.999624276171744,98.1429513657689,98.16095099004507,89.90812325942515,109.90570583024024,
57,18,sensor3-sensor4,finger→wrist,35.99924855232928,98.97093408247231,99.00693333102464,89.90812325942515,109.90570583024024,
58,18,sensor3-sensor4,finger→wrist,35.999248552315066,99.73591811420917,99.77191736276149,89.90812325942515,109.90570583024024,
59,18,sensor3-sensor4,finger→wrist,0.0,100.54590120663642,100.54590120663642,89.90812325942515,109.90570583024024,
60,18,sensor3-sensor4,finger→wrist,26.999436414229194,101.33788467478752,101.36488411120175,89.90812325942515,109.90570583024024,
61,18,sensor3-sensor4,finger→wrist,35.999248552315066,102.11186851866245,102.14786776721476,89.90812325942515,109.90570583024024,
62,18,sensor3-sensor4,finger→wrist,-8.999812138071661,102.8228536775708,102.81385386543273,89.90812325942515,109.90570583024024,
63,18,sensor3-sensor4,finger→wrist,-35.99924855232928,103.5698380850315,103.53383883647918,89.90812325942515,109.90570583024024,
64,18,sensor3-sensor4,finger→wrist,35.999248552315066,104.28982305607795,104.32582230463026,89.90812325942515,109.90570583024024,
65,18,sensor3-sensor4,finger→wrist,8.999812138085872,105.0548070878148,105.06380689995288,89.90812325942515,109.90570583024024,
66,18,sensor3-sensor4,finger→wrist,-8.999812138071661,105.80179149527548,105.79279168313741,89.90812325942515,109.90570583024024,
67,18,sensor3-sensor4,finger→wrist,8.999812138085872,106.60277477556465,106.61177458770274,89.90812325942515,109.90570583024024,
68,18,sensor3-sensor4,finger→wrist,44.99906069040094,107.43075749226807,107.47575655295847,89.90812325942515,109.90570583024024,
69,18,sensor3-sensor4,finger→wrist,26.999436414257616,108.2947394575238,108.32173889393806,89.90812325942515,109.90570583024024,
70,18,sensor3-sensor4,finger→wrist,35.99924855232928,109.15872142277955,109.19472067133188,89.90812325942515,109.90570583024024,
71,19,sensor3-sensor4,finger→wrist,26.999436414243405,95.8209998341441,95.84799927055835,94.90301899605988,114.90060156687497,
72,19,sensor3-sensor4,finger→wrist,44.99906069040094,96.55898442946672,96.60398349015712,94.90301899605988,114.90060156687497,
73,19,sensor3-sensor4,finger→wrist,17.999624276157533,97.33296827334165,97.3509678976178,94.90301899605988,114.90060156687497,
74,19,sensor3-sensor4,finger→wrist,17.999624276171744,98.1429513657689,98.16095099004507,94.90301899605988,114.90060156687497,
75,19,sensor3-sensor4,finger→wrist,35.99924855232928,98.97093408247231,99.00693333102464,94.90301899605988,114.90060156687497,
76,19,sensor3-sensor4,finger→wrist,35.999248552315066,99.73591811420917,99.77191736276149,94.90301899605988,114.90060156687497,
77,19,sensor3-sensor4,finger→wrist,0.0,100.54590120663642,100.54590120663642,94.90301899605988,114.90060156687497,
78,19,sensor3-sensor4,finger→wrist,26.999436414229194,101.33788467478752,101.36488411120175,94.90301899605988,114.90060156687497,
79,19,sensor3-sensor4,finger→wrist,35.999248552315066,102.11186851866245,102.14786776721476,94.90301899605988,114.90060156687497,
80,19,sensor3-sensor4,finger→wrist,-8.999812138071661,102.8228536775708,102.81385386543273,94.90301899605988,114.90060156687497,
81,19,sensor3-sensor4,finger→wrist,-35.99924855232928,103.5698380850315,103.53383883647918,94.90301899605988,114.90060156687497,
82,19,sensor3-sensor4,finger→wrist,35.999248552315066,104.28982305607795,104.32582230463026,94.90301899605988,114.90060156687497,
83,19,sensor3-sensor4,finger→wrist,8.999812138085872,105.0548070878148,105.06380689995288,94.90301899605988,114.90060156687497,
84,19,sensor3-sensor4,finger→wrist,-8.999812138071661,105.80179149527548,105.79279168313741,94.90301899605988,114.90060156687497,
85,19,sensor3-sensor4,finger→wrist,8.999812138085872,106.60277477556465,106.61177458770274,94.90301899605988,114.90060156687497,
86,19,sensor3-sensor4,finger→wrist,44.99906069040094,107.43075749226807,107.47575655295847,94.90301899605988,114.90060156687497,
87,19,sensor3-sensor4,finger→wrist,26.999436414243405,108.29473945752382,108.32173889393806,94.90301899605988,114.90060156687497,
88,19,sensor3-sensor4,finger→wrist,35.99924855232928,109.14972161064146,109.1857208591938,94.90301899605988,114.90060156687497,
89,19,sensor3-sensor4,finger→wrist,8.999812138085872,109.93270526665448,109.94170507879257,94.90301899605988,114.90060156687497,
90,19,sensor3-sensor4,finger→wrist,17.999624276171744,110.67968967411517,110.69768929839134,94.90301899605988,114.90060156687497,
91,19,sensor3-sensor4,finger→wrist,44.99906069040094,111.4086744572997,111.4536735179901,94.90301899605988,114.90060156687497,
92,19,sensor3-sensor4,finger→wrist,17.999624276171744,112.18265830117463,112.2006579254508,94.90301899605988,114.90060156687497,
93,19,sensor3-sensor4,finger→wrist,35.999248552315066,112.92964270863533,112.96564195718764,94.90301899605988,114.90060156687497,
94,19,sensor3-sensor4,finger→wrist,17.999624276171744,113.68562692823409,113.70362655251026,94.90301899605988,114.90060156687497,
95,19,sensor3-sensor4,finger→wrist,35.99924855232928,114.41461171141862,114.45061095997094,94.90301899605988,114.90060156687497,
96,21,sensor3-sensor4,finger→wrist,0.0,105.8017914952755,105.8017914952755,104.89281046932935,124.89039304014443,
97,21,sensor3-sensor4,finger→wrist,8.999812138085872,106.60277477556465,106.61177458770274,104.89281046932935,124.89039304014443,
98,21,sensor3-sensor4,finger→wrist,44.99906069040094,107.43075749226807,107.47575655295847,104.89281046932935,124.89039304014443,
99,21,sensor3-sensor4,finger→wrist,26.999436414243405,108.29473945752382,108.32173889393806,104.89281046932935,124.89039304014443,
100,21,sensor3-sensor4,finger→wrist,35.99924855232928,109.14972161064146,109.1857208591938,104.89281046932935,124.89039304014443,
101,21,sensor3-sensor4,finger→wrist,8.999812138085872,109.93270526665448,109.94170507879257,104.89281046932935,124.89039304014443,
102,21,sensor3-sensor4,finger→wrist,17.999624276171744,110.67968967411517,110.69768929839134,104.89281046932935,124.89039304014443,
103,21,sensor3-sensor4,finger→wrist,44.99906069040094,111.4086744572997,111.4536735179901,104.89281046932935,124.89039304014443,
104,21,sensor3-sensor4,finger→wrist,17.999624276171744,112.18265830117463,112.2006579254508,104.89281046932935,124.89039304014443,
105,21,sensor3-sensor4,finger→wrist,35.999248552315066,112.92964270863533,112.96564195718764,104.89281046932935,124.89039304014443,
106,21,sensor3-sensor4,finger→wrist,17.999624276171744,113.68562692823409,113.70362655251026,104.89281046932935,124.89039304014443,
107,21,sensor3-sensor4,finger→wrist,26.999436414243405,114.41461171141862,114.44161114783286,104.89281046932935,124.89039304014443,
108,21,sensor3-sensor4,finger→wrist,35.999248552315066,115.17959574315547,115.21559499170779,104.89281046932935,124.89039304014443,
109,21,sensor3-sensor4,finger→wrist,35.99924855232928,115.94457977489232,115.98057902344465,104.89281046932935,124.89039304014443,
110,21,sensor3-sensor4,finger→wrist,8.999812138071661,116.72756343090533,116.7365632430434,104.89281046932935,124.89039304014443,
111,21,sensor3-sensor4,finger→wrist,44.99906069040094,117.46554802622794,117.51054708691834,104.89281046932935,124.89039304014443,
112,21,sensor3-sensor4,finger→wrist,44.99906069040094,118.22153224582671,118.26653130651711,104.89281046932935,124.89039304014443,
113,21,sensor3-sensor4,finger→wrist,-26.999436414243405,119.68850162433385,119.66150218791961,104.89281046932935,124.89039304014443,
114,21,sensor3-sensor4,finger→wrist,-8.999812138085872,120.3634875346899,120.35448772255181,104.89281046932935,124.89039304014443,
115,21,sensor3-sensor4,finger→wrist,26.999436414243405,121.02947363290785,121.0564730693221,104.89281046932935,124.89039304014443,
116,21,sensor3-sensor4,finger→wrist,26.999436414243405,121.73145897967814,121.75845841609238,104.89281046932935,124.89039304014443,
117,21,sensor3-sensor4,finger→wrist,44.99906069040094,122.4514439507246,122.496443011415,104.89281046932935,124.89039304014443,
118,21,sensor3-sensor4,finger→wrist,35.99924855232928,123.1444294853568,123.18042873390912,104.89281046932935,124.89039304014443,
119,21,sensor3-sensor4,finger→wrist,0.0,123.87341426854132,123.87341426854132,104.89281046932935,124.89039304014443,
120,21,sensor3-sensor4,finger→wrist,17.999624276157533,124.72839642165899,124.74639604593514,104.89281046932935,124.89039304014443,
121,22,sensor3-sensor4,finger→wrist,17.999624276171744,110.67968967411517,110.69768929839134,109.88770620596408,129.88528877677916,
122,22,sensor3-sensor4,finger→wrist,44.99906069040094,111.4086744572997,111.4536735179901,109.88770620596408,129.88528877677916,
123,22,sensor3-sensor4,finger→wrist,17.999624276171744,112.18265830117463,112.2006579254508,109.88770620596408,129.88528877677916,
124,22,sensor3-sensor4,finger→wrist,35.999248552315066,112.92964270863533,112.96564195718764,109.88770620596408,129.88528877677916,
125,22,sensor3-sensor4,finger→wrist,17.999624276171744,113.68562692823409,113.70362655251026,109.88770620596408,129.88528877677916,
126,22,sensor3-sensor4,finger→wrist,26.999436414243405,114.41461171141862,114.44161114783286,109.88770620596408,129.88528877677916,
127,22,sensor3-sensor4,finger→wrist,35.999248552315066,115.17959574315547,115.21559499170779,109.88770620596408,129.88528877677916,
128,22,sensor3-sensor4,finger→wrist,35.99924855232928,115.94457977489232,115.98057902344465,109.88770620596408,129.88528877677916,
129,22,sensor3-sensor4,finger→wrist,8.999812138071661,116.72756343090533,116.7365632430434,109.88770620596408,129.88528877677916,
130,22,sensor3-sensor4,finger→wrist,44.99906069041515,117.46554802622794,117.51054708691835,109.88770620596408,129.88528877677916,
131,22,sensor3-sensor4,finger→wrist,44.99906069040094,118.22153224582671,118.26653130651711,109.88770620596408,129.88528877677916,
132,22,sensor3-sensor4,finger→wrist,-26.999436414243405,119.68850162433385,119.66150218791961,109.88770620596408,129.88528877677916,
133,22,sensor3-sensor4,finger→wrist,-8.999812138085872,120.3634875346899,120.35448772255181,109.88770620596408,129.88528877677916,
134,22,sensor3-sensor4,finger→wrist,26.999436414243405,121.02947363290785,121.0564730693221,109.88770620596408,129.88528877677916,
135,22,sensor3-sensor4,finger→wrist,26.999436414243405,121.73145897967814,121.75845841609238,109.88770620596408,129.88528877677916,
136,22,sensor3-sensor4,finger→wrist,44.99906069040094,122.4514439507246,122.496443011415,109.88770620596408,129.88528877677916,
137,22,sensor3-sensor4,finger→wrist,35.99924855232928,123.1444294853568,123.18042873390912,109.88770620596408,129.88528877677916,
138,22,sensor3-sensor4,finger→wrist,0.0,123.87341426854132,123.87341426854132,109.88770620596408,129.88528877677916,
139,22,sensor3-sensor4,finger→wrist,35.99924855232928,124.66539773669241,124.70139698524474,109.88770620596408,129.88528877677916,
140,22,sensor3-sensor4,finger→wrist,26.999436414243405,125.54737932622432,125.57437876263856,109.88770620596408,129.88528877677916,
141,22,sensor3-sensor4,finger→wrist,17.999624276157533,126.42936091575622,126.44736054003238,109.88770620596408,129.88528877677916,
142,22,sensor3-sensor4,finger→wrist,53.9988728284726,127.28434306887388,127.33834194170235,109.88770620596408,129.88528877677916,
143,22,sensor3-sensor4,finger→wrist,44.99906069040094,128.13932522199153,128.18432428268193,109.88770620596408,129.88528877677916,
144,22,sensor3-sensor4,finger→wrist,8.999812138085872,128.91330906586646,128.92230887800454,109.88770620596408,129.88528877677916,
145,22,sensor3-sensor4,finger→wrist,26.999436414229194,129.71429234615564,129.74129178256987,109.88770620596408,129.88528877677916,
146,26,sensor3-sensor4,finger→wrist,17.999624276171744,130.44327712934015,130.46127675361632,129.867289152503,149.8648717233181,
147,26,sensor3-sensor4,finger→wrist,35.999248552315066,131.23526059749125,131.27125984604356,129.867289152503,149.8648717233181,
148,26,sensor3-sensor4,finger→wrist,0.0,132.06324331419466,132.06324331419466,129.867289152503,149.8648717233181,
149,26,sensor3-sensor4,finger→wrist,44.99906069040094,132.85522678234574,132.90022584303614,129.867289152503,149.8648717233181,
150,26,sensor3-sensor4,finger→wrist,26.999436414229194,133.64721025049684,133.67420968691107,129.867289152503,149.8648717233181,
151,26,sensor3-sensor4,finger→wrist,44.99906069040094,134.44819353078603,134.49319259147643,129.867289152503,149.8648717233181,
152,26,sensor3-sensor4,finger→wrist,44.99906069040094,135.2941758717656,135.339174932456,129.867289152503,149.8648717233181,
153,26,sensor3-sensor4,finger→wrist,44.99906069040094,136.10415896419283,136.14915802488323,129.867289152503,149.8648717233181,
154,26,sensor3-sensor4,finger→wrist,53.99887282848681,136.88714262020585,136.94114149303434,129.867289152503,149.8648717233181,
155,26,sensor3-sensor4,finger→wrist,35.999248552315066,137.68812590049504,137.72412514904735,129.867289152503,149.8648717233181,
156,26,sensor3-sensor4,finger→wrist,35.99924855234349,138.4801093686461,138.51610861719846,129.867289152503,149.8648717233181,
157,26,sensor3-sensor4,finger→wrist,0.0,139.24509340038298,139.24509340038298,129.867289152503,149.8648717233181,
158,26,sensor3-sensor4,finger→wrist,44.99906069040094,139.99207780784366,140.03707686853406,129.867289152503,149.8648717233181,
159,26,sensor3-sensor4,finger→wrist,-8.999812138085872,140.79306108813284,140.78406127599476,129.867289152503,149.8648717233181,
160,26,sensor3-sensor4,finger→wrist,8.999812138085872,141.61204399269818,141.62104380483626,129.867289152503,149.8648717233181,
161,26,sensor3-sensor4,finger→wrist,17.999624276171744,142.42202708512542,142.4400267094016,129.867289152503,149.8648717233181,
162,26,sensor3-sensor4,finger→wrist,26.999436414257616,143.27700923824307,143.30400867465733,129.867289152503,149.8648717233181,
163,26,sensor3-sensor4,finger→wrist,26.999436414257616,144.11399176708457,144.14099120349883,129.867289152503,149.8648717233181,
164,26,sensor3-sensor4,finger→wrist,17.999624276171744,144.941974483788,144.95997410806416,129.867289152503,149.8648717233181,
165,26,sensor3-sensor4,finger→wrist,62.99868496654426,145.78795682476758,145.85095550973412,129.867289152503,149.8648717233181,
166,26,sensor3-sensor4,finger→wrist,17.999624276143322,146.6519387900233,146.66993841429945,129.867289152503,149.8648717233181,
167,26,sensor3-sensor4,finger→wrist,17.999624276171744,147.46192188245055,147.47992150672673,129.867289152503,149.8648717233181,
168,26,sensor3-sensor4,finger→wrist,44.99906069040094,148.2719049748778,148.3169040355682,129.867289152503,149.8648717233181,
169,26,sensor3-sensor4,finger→wrist,44.99906069040094,149.1088875037193,149.1538865644097,129.867289152503,149.8648717233181,
170,27,sensor3-sensor5,finger→ear,-53.99887282848681,135.2851760596275,,134.86218488913772,154.85976745995282,135.23117718679902
171,27,sensor3-sensor5,finger→ear,-80.998309242716,136.10415896419283,,134.86218488913772,154.85976745995282,136.02316065495012
172,27,sensor3-sensor5,finger→ear,-89.99812138080188,136.88714262020585,,134.86218488913772,154.85976745995282,136.79714449882505
173,27,sensor3-sensor5,finger→ear,-89.99812138080188,137.68812590049504,,134.86218488913772,154.85976745995282,137.59812777911424
174,27,sensor3-sensor5,finger→ear,107.99774565697362,138.4801093686461,,134.86218488913772,154.85976745995282,138.58810711430309
175,27,sensor3-sensor5,finger→ear,-125.99736993314536,139.24509340038298,,134.86218488913772,154.85976745995282,139.11909603044984
176,27,sensor3-sensor5,finger→ear,-71.99849710463013,139.99207780784366,,134.86218488913772,154.85976745995282,139.92007931073903
177,27,sensor3-sensor5,finger→ear,-80.99830924274443,140.79306108813284,,134.86218488913772,154.85976745995282,140.7120627788901
178,27,sensor3-sensor5,finger→ear,-80.99830924274443,141.61204399269818,,134.86218488913772,154.85976745995282,141.53104568345543
179,27,sensor3-sensor5,finger→ear,-80.998309242716,142.42202708512542,,134.86218488913772,154.85976745995282,142.3410287758827
180,27,sensor3-sensor5,finger→ear,-80.998309242716,143.27700923824307,,134.86218488913772,154.85976745995282,143.19601092900035
181,27,sensor3-sensor5,finger→ear,-53.99887282848681,144.11399176708457,,134.86218488913772,154.85976745995282,144.05999289425608
182,27,sensor3-sensor5,finger→ear,-53.99887282848681,144.941974483788,,134.86218488913772,154.85976745995282,144.8879756109595
183,27,sensor3-sensor5,finger→ear,-71.99849710465855,145.78795682476758,,134.86218488913772,154.85976745995282,145.71595832766292
184,27,sensor3-sensor5,finger→ear,-89.99812138080188,146.6519387900233,,134.86218488913772,154.85976745995282,146.5619406686425
185,27,sensor3-sensor5,finger→ear,-98.99793351888775,147.46192188245055,,134.86218488913772,154.85976745995282,147.36292394893167
186,27,sensor3-sensor5,finger→ear,-89.99812138080188,148.28090478701588,,134.86218488913772,154.85976745995282,148.19090666563508
187,27,sensor3-sensor5,finger→ear,-62.99868496657268,149.1088875037193,,134.86218488913772,154.85976745995282,149.04588881875273
188,27,sensor3-sensor5,finger→ear,-62.99868496657268,149.93687022042272,,134.86218488913772,154.85976745995282,149.87387153545615
189,27,sensor3-sensor5,finger→ear,-53.99887282848681,150.75585312498805,,134.86218488913772,154.85976745995282,150.70185425215956
190,27,sensor3-sensor5,finger→ear,-71.99849710465855,151.51183734458684,,134.86218488913772,154.85976745995282,151.43983884748218
191,27,sensor3-sensor5,finger→ear,-98.99793351888775,152.312820624876,,134.86218488913772,154.85976745995282,152.2138226913571
192,27,sensor3-sensor5,finger→ear,-53.99887282848681,153.1048040930271,,134.86218488913772,154.85976745995282,153.0508052201986
193,27,sensor3-sensor5,finger→ear,-98.99793351888775,153.96878605828283,,134.86218488913772,154.85976745995282,153.86978812476394
194,29,sensor3-sensor5,finger→ear,-71.99849710465855,145.78795682476758,,144.85197636240719,164.84955893322228,145.71595832766292
195,29,sensor3-sensor5,finger→ear,-89.99812138080188,146.6519387900233,,144.85197636240719,164.84955893322228,146.5619406686425
196,29,sensor3-sensor5,finger→ear,-98.99793351888775,147.46192188245055,,144.85197636240719,164.84955893322228,147.36292394893167
197,29,sensor3-sensor5,finger→ear,-89.99812138080188,148.28090478701588,,144.85197636240719,164.84955893322228,148.19090666563508
198,29,sensor3-sensor5,finger→ear,-62.99868496654426,149.1088875037193,,144.85197636240719,164.84955893322228,149.04588881875276
199,29,sensor3-sensor5,finger→ear,-62.99868496657268,149.93687022042272,,144.85197636240719,164.84955893322228,149.87387153545615
200,29,sensor3-sensor5,finger→ear,-53.99887282848681,150.75585312498805,,144.85197636240719,164.84955893322228,150.70185425215956
201,29,sensor3-sensor5,finger→ear,-71.99849710465855,151.51183734458684,,144.85197636240719,164.84955893322228,151.43983884748218
202,29,sensor3-sensor5,finger→ear,-98.99793351888775,152.312820624876,,144.85197636240719,164.84955893322228,152.2138226913571
203,29,sensor3-sensor5,finger→ear,-53.99887282848681,153.1048040930271,,144.85197636240719,164.84955893322228,153.0508052201986
204,29,sensor3-sensor5,finger→ear,-98.99793351888775,153.96878605828283,,144.85197636240719,164.84955893322228,153.86978812476394
205,29,sensor3-sensor5,finger→ear,-71.99849710465855,154.80576858712433,,144.85197636240719,164.84955893322228,154.73377009001968
206,29,sensor3-sensor5,finger→ear,-62.99868496654426,155.5977520552754,,144.85197636240719,164.84955893322228,155.53475337030886
207,29,sensor3-sensor5,finger→ear,-80.99830924274443,157.12772011874912,,144.85197636240719,164.84955893322228,157.04672180950638
208,29,sensor3-sensor5,finger→ear,-62.99868496657268,157.90170396262405,,144.85197636240719,164.84955893322228,157.83870527765748
209,29,sensor3-sensor5,finger→ear,-71.99849710463013,158.6576881822228,,144.85197636240719,164.84955893322228,158.58568968511818
210,29,sensor3-sensor5,finger→ear,-89.99812138080188,159.43167202609774,,144.85197636240719,164.84955893322228,159.34167390471694
211,29,sensor3-sensor5,finger→ear,-62.99868496657268,160.13365737286804,,144.85197636240719,164.84955893322228,160.07065868790147
212,29,sensor3-sensor5,finger→ear,-98.99793351888775,160.86264215605257,,144.85197636240719,164.84955893322228,160.76364422253369
213,29,sensor3-sensor5,finger→ear,-71.99849710465855,161.58262712709902,,144.85197636240719,164.84955893322228,161.51062862999436
214,29,sensor3-sensor5,finger→ear,-44.99906069040094,162.34761115883586,,144.85197636240719,164.84955893322228,162.30261209814546
215,29,sensor3-sensor5,finger→ear,-80.99830924274443,163.14859443912505,,144.85197636240719,164.84955893322228,163.0675961298823
216,29,sensor3-sensor5,finger→ear,-35.999248552315066,163.9135784708619,,144.85197636240719,164.84955893322228,163.87757922230958
